Codigo_IBGE;Municipio;UF;COBRADE;Data_Ocorrencia;Inicio_Analise_Climatica;Fim_Analise_Climatica;Dias_Lookback;Impacto_Financeiro_Total;Impacto_PEPR_Agricultura
2611002;Petrolândia;PE;14110 - Estiagem;2018-10-01;2018-07-03;2018-10-01;90;0.00;0.00
2611002;Petrolândia;PE;14110 - Estiagem;2016-08-11;2016-05-13;2016-08-11;90;0.00;0.00
2611002;Petrolândia;PE;14110 - Estiagem;2016-07-20;2016-04-21;2016-07-20;90;0.00;0.00
2611002;Petrolândia;PE;14110 - Estiagem;2016-04-19;2016-01-20;2016-04-19;90;0.00;0.00
2611002;Petrolândia;PE;14110 - Estiagem;2021-03-18;2020-12-18;2021-03-18;90;0.00;0.00
2611002;Petrolândia;PE;14110 - Estiagem;2025-07-11;2025-04-12;2025-07-11;90;0.00;0.00
4212700;Petrolândia;SC;12200 - Enxurradas;2023-01-13;2022-12-14;2023-01-13;30;0.00;0.00
4212700;Petrolândia;SC;12200 - Enxurradas;2017-01-04;2016-12-05;2017-01-04;30;0.00;0.00
4212700;Petrolândia;SC;12200 - Enxurradas;2022-12-06;2022-11-06;2022-12-06;30;0.00;0.00
4212700;Petrolândia;SC;12200 - Enxurradas;2018-04-03;2018-03-04;2018-04-03;30;0.00;0.00
4212700;Petrolândia;SC;13213 - Tempestade Local/Convectiva - Granizo;2025-11-24;2025-10-25;2025-11-24;30;0.00;0.00
4212700;Petrolândia;SC;13213 - Tempestade Local/Convectiva - Granizo;2019-10-30;2019-09-30;2019-10-30;30;0.00;0.00
4212700;Petrolândia;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-18;2023-10-19;2023-11-18;30;0.00;0.00
4212700;Petrolândia;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-06-06;2017-05-07;2017-06-06;30;0.00;0.00
4212700;Petrolândia;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-11;2023-09-11;2023-10-11;30;0.00;0.00
4212700;Petrolândia;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-13;2023-09-13;2023-10-13;30;0.00;0.00
4212700;Petrolândia;SC;13215 - Tempestade Local/Convectiva - Vendaval;2020-07-07;2020-06-07;2020-07-07;30;0.00;0.00
4212700;Petrolândia;SC;13215 - Tempestade Local/Convectiva - Vendaval;2023-09-21;2023-08-22;2023-09-21;30;0.00;0.00
4212700;Petrolândia;SC;14110 - Estiagem;2020-04-02;2020-01-03;2020-04-02;90;0.00;0.00
2611101;Petrolina;PE;11110 - Tremor de terra;2021-10-28;2021-09-28;2021-10-28;30;0.00;0.00
2611101;Petrolina;PE;11110 - Tremor de terra;2022-09-07;2022-08-08;2022-09-07;30;0.00;0.00
2611101;Petrolina;PE;11110 - Tremor de terra;2022-07-22;2022-06-22;2022-07-22;30;0.00;0.00
2611101;Petrolina;PE;13213 - Tempestade Local/Convectiva - Granizo;2022-01-25;2021-12-26;2022-01-25;30;0.00;0.00
2611101;Petrolina;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-07;2021-12-08;2022-01-07;30;0.00;0.00
2611101;Petrolina;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-12-25;2022-11-25;2022-12-25;30;0.00;0.00
2611101;Petrolina;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-11-06;2022-10-07;2022-11-06;30;0.00;0.00
2611101;Petrolina;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-09-25;2022-08-26;2022-09-25;30;0.00;0.00
2611101;Petrolina;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-03;2023-10-04;2023-11-03;30;0.00;0.00
2611101;Petrolina;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2024-01-27;2023-12-28;2024-01-27;30;0.00;0.00
2611101;Petrolina;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-06;2023-10-07;2023-11-06;30;10000.00;0.00
2611101;Petrolina;PE;13215 - Tempestade Local/Convectiva - Vendaval;2021-11-05;2021-10-06;2021-11-05;30;0.00;0.00
2611101;Petrolina;PE;13215 - Tempestade Local/Convectiva - Vendaval;2023-12-05;2023-11-05;2023-12-05;30;0.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2025-07-11;2025-04-12;2025-07-11;90;1346529.20;0.00
2611101;Petrolina;PE;14110 - Estiagem;2025-03-10;2024-12-10;2025-03-10;90;1346529.20;0.00
2611101;Petrolina;PE;14110 - Estiagem;2016-04-19;2016-01-20;2016-04-19;90;0.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2021-03-18;2020-12-18;2021-03-18;90;0.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2025-12-10;2025-09-11;2025-12-10;90;1338181.28;0.00
2611101;Petrolina;PE;14110 - Estiagem;2022-08-04;2022-05-06;2022-08-04;90;0.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2022-02-15;2021-11-17;2022-02-15;90;0.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2023-08-14;2023-05-16;2023-08-14;90;0.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2023-02-14;2022-11-16;2023-02-14;90;0.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2019-04-05;2019-01-05;2019-04-05;90;5798000.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2019-09-06;2019-06-08;2019-09-06;90;5978000.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2020-09-01;2020-06-03;2020-09-01;90;5978000.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2020-03-04;2019-12-05;2020-03-04;90;5978000.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2021-08-12;2021-05-14;2021-08-12;90;5978000.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2021-02-17;2020-11-19;2021-02-17;90;5978000.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2018-10-01;2018-07-03;2018-10-01;90;5258000.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2018-04-09;2018-01-09;2018-04-09;90;3258000.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2017-10-11;2017-07-13;2017-10-11;90;3258000.00;0.00
2611101;Petrolina;PE;14110 - Estiagem;2017-04-18;2017-01-18;2017-04-18;90;3258000.00;0.00
2611101;Petrolina;PE;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-09-22;2022-08-23;2022-09-22;30;0.00;0.00
2611101;Petrolina;PE;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-09-16;2022-08-17;2022-09-16;30;0.00;0.00
5216809;Petrolina de Goiás;GO;12200 - Enxurradas;2022-12-27;2022-11-27;2022-12-27;30;0.00;0.00
5216809;Petrolina de Goiás;GO;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-17;2021-12-18;2022-01-17;30;0.00;0.00
5216809;Petrolina de Goiás;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30;0.00;0.00
5216809;Petrolina de Goiás;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30;0.00;0.00
3303906;Petrópolis;RJ;11311 - Quedas, Tombamentos e rolamentos - Blocos;2024-01-30;2023-12-31;2024-01-30;30;0.00;0.00
3303906;Petrópolis;RJ;11311 - Quedas, Tombamentos e rolamentos - Blocos;2025-03-10;2025-02-08;2025-03-10;30;0.00;0.00
3303906;Petrópolis;RJ;12200 - Enxurradas;2018-03-05;2018-02-03;2018-03-05;30;0.00;0.00
3303906;Petrópolis;RJ;12200 - Enxurradas;2016-11-15;2016-10-16;2016-11-15;30;0.00;0.00
3303906;Petrópolis;RJ;12200 - Enxurradas;2016-01-15;2015-12-16;2016-01-15;30;0.00;0.00
3303906;Petrópolis;RJ;13120 - Frentes Frias/Zonas de Convergencia;2025-04-06;2025-03-07;2025-04-06;30;0.00;0.00
3303906;Petrópolis;RJ;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-03-22;2022-02-20;2022-03-22;30;0.00;0.00
3303906;Petrópolis;RJ;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-02-16;2022-01-17;2022-02-16;30;0.00;0.00
3303906;Petrópolis;RJ;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2016-11-16;2016-10-17;2016-11-16;30;0.00;0.00
3303906;Petrópolis;RJ;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-03-05;2018-02-03;2018-03-05;30;0.00;0.00
3303906;Petrópolis;RJ;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-07;2021-12-08;2022-01-07;30;0.00;0.00
3303906;Petrópolis;RJ;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2025-09-22;2025-08-23;2025-09-22;30;0.00;0.00
2706802;Piaçabuçu;AL;12300 - Alagamentos;2022-06-08;2022-05-09;2022-06-08;30;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2020-10-25;2020-07-27;2020-10-25;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2018-10-06;2018-07-08;2018-10-06;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2019-04-10;2019-01-10;2019-04-10;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2021-11-01;2021-08-03;2021-11-01;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2021-11-11;2021-08-13;2021-11-11;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2021-05-04;2021-02-03;2021-05-04;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2019-10-06;2019-07-08;2019-10-06;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2022-06-14;2022-03-16;2022-06-14;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2022-05-04;2022-02-03;2022-05-04;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2018-04-12;2018-01-12;2018-04-12;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2016-10-13;2016-07-15;2016-10-13;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2017-10-07;2017-07-09;2017-10-07;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2017-04-17;2017-01-17;2017-04-17;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2016-04-19;2016-01-20;2016-04-19;90;0.00;0.00
2511301;Piancó;PB;14110 - Estiagem;2022-11-29;2022-08-31;2022-11-29;90;0.00;0.00
2924306;Piatã;BA;14110 - Estiagem;2017-09-04;2017-06-06;2017-09-04;90;0.00;0.00
2924306;Piatã;BA;14110 - Estiagem;2017-03-15;2016-12-15;2017-03-15;90;0.00;0.00
2924306;Piatã;BA;14110 - Estiagem;2016-01-15;2015-10-17;2016-01-15;90;0.00;0.00
2924306;Piatã;BA;14110 - Estiagem;2018-03-19;2017-12-19;2018-03-19;90;0.00;0.00
2924306;Piatã;BA;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-10-13;2020-09-13;2020-10-13;30;0.00;0.00
2924306;Piatã;BA;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2025-05-29;2025-04-29;2025-05-29;30;0.00;0.00
2924306;Piatã;BA;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-11-14;2023-10-15;2023-11-14;30;0.00;0.00
2924306;Piatã;BA;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-08-31;2023-08-01;2023-08-31;30;0.00;0.00
2924306;Piatã;BA;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-08-09;2023-07-10;2023-08-09;30;0.00;0.00
3150109;Piau;MG;12100 - Inundacoes;2016-02-15;2016-01-16;2016-02-15;30;5000000.00;20000.00
4314423;Picada Café;RS;12200 - Enxurradas;2023-11-27;2023-10-28;2023-11-27;30;0.00;0.00
4314423;Picada Café;RS;12200 - Enxurradas;2023-06-20;2023-05-21;2023-06-20;30;0.00;0.00
4314423;Picada Café;RS;14110 - Estiagem;2022-02-18;2021-11-20;2022-02-18;90;0.00;0.00
1505635;Piçarra;PA;12100 - Inundacoes;2018-04-11;2018-03-12;2018-04-11;30;0.00;0.00
1505635;Piçarra;PA;12200 - Enxurradas;2018-03-19;2018-02-17;2018-03-19;30;0.00;0.00
1505635;Piçarra;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-25;2019-02-23;2019-03-25;30;0.00;0.00
1505635;Piçarra;PA;14110 - Estiagem;2017-11-29;2017-08-31;2017-11-29;90;0.00;0.00
2208007;Picos;PI;11110 - Tremor de terra;2017-01-04;2016-12-05;2017-01-04;30;0.00;0.00
2208007;Picos;PI;11311 - Quedas, Tombamentos e rolamentos - Blocos;2025-04-13;2025-03-14;2025-04-13;30;0.00;0.00
2208007;Picos;PI;11313 - Quedas, Tombamentos e rolamentos - Matacoes;2024-01-09;2023-12-10;2024-01-09;30;0.00;0.00
2208007;Picos;PI;11321 - Deslizamentos;2023-12-08;2023-11-08;2023-12-08;30;0.00;0.00
2208007;Picos;PI;11321 - Deslizamentos;2025-04-13;2025-03-14;2025-04-13;30;0.00;0.00
2208007;Picos;PI;11321 - Deslizamentos;2025-04-12;2025-03-13;2025-04-12;30;0.00;0.00
2208007;Picos;PI;11340 - Subsidencias e colapsos;2024-01-25;2023-12-26;2024-01-25;30;0.00;0.00
2208007;Picos;PI;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-16;2024-12-17;2025-01-16;30;43870000.00;4000000.00
2208007;Picos;PI;14110 - Estiagem;2023-08-14;2023-05-16;2023-08-14;90;706500.00;245000.00
2208007;Picos;PI;14110 - Estiagem;2018-08-23;2018-05-25;2018-08-23;90;0.00;0.00
2208007;Picos;PI;14110 - Estiagem;2018-06-26;2018-03-28;2018-06-26;90;0.00;0.00
2208007;Picos;PI;14110 - Estiagem;2019-10-16;2019-07-18;2019-10-16;90;0.00;0.00
2208007;Picos;PI;14120 - Seca;2025-10-09;2025-07-11;2025-10-09;90;30035000.00;17000000.00
2208007;Picos;PI;14120 - Seca;2025-04-30;2025-01-30;2025-04-30;90;18090953.61;9000000.00
2208007;Picos;PI;14120 - Seca;2025-04-11;2025-01-11;2025-04-11;90;18081000.00;9000000.00
2208007;Picos;PI;14120 - Seca;2020-10-07;2020-07-09;2020-10-07;90;0.00;0.00
2208007;Picos;PI;14120 - Seca;2025-01-06;2024-10-08;2025-01-06;90;0.00;0.00
2208007;Picos;PI;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2016-10-19;2016-09-19;2016-10-19;30;0.00;0.00
2208007;Picos;PI;23110 - Incendios em plantas e distritos industriais, parques e depositos;2024-01-18;2023-12-19;2024-01-18;30;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2023-05-26;2023-02-25;2023-05-26;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2022-11-29;2022-08-31;2022-11-29;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2022-05-04;2022-02-03;2022-05-04;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2018-10-06;2018-07-08;2018-10-06;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2025-09-19;2025-06-21;2025-09-19;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2023-11-14;2023-08-16;2023-11-14;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2025-03-24;2024-12-24;2025-03-24;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2018-04-12;2018-01-12;2018-04-12;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2021-11-01;2021-08-03;2021-11-01;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2021-11-11;2021-08-13;2021-11-11;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2020-10-25;2020-07-27;2020-10-25;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2021-05-04;2021-02-03;2021-05-04;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2019-10-06;2019-07-08;2019-10-06;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2019-04-10;2019-01-10;2019-04-10;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2017-04-17;2017-01-17;2017-04-17;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2017-10-07;2017-07-09;2017-10-07;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2016-04-19;2016-01-20;2016-04-19;90;0.00;0.00
2511400;Picuí;PB;14110 - Estiagem;2016-10-13;2016-07-15;2016-10-13;90;0.00;0.00
3537800;Piedade;SP;11332 - Corridas de Massa - Rocha/detrito;2022-05-26;2022-04-26;2022-05-26;30;0.00;0.00
3537800;Piedade;SP;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-02-22;2023-01-23;2023-02-22;30;24335000.00;18000000.00
3150158;Piedade de Caratinga;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-12;2021-12-13;2022-01-12;30;350000.00;0.00
3150208;Piedade de Ponte Nova;MG;13213 - Tempestade Local/Convectiva - Granizo;2025-01-09;2024-12-10;2025-01-09;30;122000.00;0.00
3150208;Piedade de Ponte Nova;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-12-07;2017-11-07;2017-12-07;30;0.00;0.00
3150208;Piedade de Ponte Nova;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-18;2021-12-19;2022-01-18;30;3463800.00;56100.00
3150208;Piedade de Ponte Nova;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-12-11;2017-11-11;2017-12-11;30;10003531.00;60000.00
3150307;Piedade do Rio Grande;MG;13213 - Tempestade Local/Convectiva - Granizo;2022-10-31;2022-10-01;2022-10-31;30;102311.82;0.00
3150406;Piedade dos Gerais;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-02-09;2023-01-10;2023-02-09;30;884413.95;110000.00
3150406;Piedade dos Gerais;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-25;2021-12-26;2022-01-25;30;5621485.17;233000.00
3150406;Piedade dos Gerais;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-11;2021-12-12;2022-01-11;30;5621485.17;233000.00
2924405;Pilão Arcado;BA;12100 - Inundacoes;2022-04-11;2022-03-12;2022-04-11;30;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2021-05-21;2021-02-20;2021-05-21;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2017-02-08;2016-11-10;2017-02-08;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2018-09-05;2018-06-07;2018-09-05;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2022-08-01;2022-05-03;2022-08-01;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2022-02-07;2021-11-09;2022-02-07;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2020-03-19;2019-12-20;2020-03-19;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2025-02-09;2024-11-11;2025-02-09;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2023-08-02;2023-05-04;2023-08-02;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2020-09-01;2020-06-03;2020-09-01;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2016-05-19;2016-02-19;2016-05-19;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2023-01-30;2022-11-01;2023-01-30;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2019-03-20;2018-12-20;2019-03-20;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2019-09-11;2019-06-13;2019-09-11;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2017-09-04;2017-06-06;2017-09-04;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2018-03-20;2017-12-20;2018-03-20;90;0.00;0.00
2924405;Pilão Arcado;BA;14110 - Estiagem;2018-03-19;2017-12-19;2018-03-19;90;0.00;0.00
2924405;Pilão Arcado;BA;14120 - Seca;2025-08-11;2025-05-13;2025-08-11;90;0.00;0.00
2706901;Pilar;AL;11340 - Subsidencias e colapsos;2022-08-18;2022-07-19;2022-08-18;30;2950000.00;0.00
2706901;Pilar;AL;11340 - Subsidencias e colapsos;2022-08-09;2022-07-10;2022-08-09;30;2800000.00;0.00
2706901;Pilar;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-07-05;2022-06-05;2022-07-05;30;10302747000.00;0.00
2706901;Pilar;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-07-09;2023-06-09;2023-07-09;30;215000.00;0.00
2706901;Pilar;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-05-30;2017-04-30;2017-05-30;30;63000000.00;150000.00
2511509;Pilar;PB;14110 - Estiagem;2018-04-12;2018-01-12;2018-04-12;90;6234977.53;759650.00
2511509;Pilar;PB;14110 - Estiagem;2021-12-30;2021-10-01;2021-12-30;90;7372108.94;4179384.00
2511509;Pilar;PB;14110 - Estiagem;2021-07-08;2021-04-09;2021-07-08;90;4556570.00;3482820.00
2511509;Pilar;PB;14110 - Estiagem;2017-10-07;2017-07-09;2017-10-07;90;5777316.00;4608000.00
2511509;Pilar;PB;14110 - Estiagem;2016-10-13;2016-07-15;2016-10-13;90;5160192.57;4466500.00
2511509;Pilar;PB;14110 - Estiagem;2016-05-12;2016-02-12;2016-05-12;90;4300000.00;3300000.00
2511509;Pilar;PB;14110 - Estiagem;2017-04-17;2017-01-17;2017-04-17;90;3738000.00;2682000.00
5216908;Pilar de Goiás;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30;0.00;0.00
5216908;Pilar de Goiás;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2018-04-12;2018-01-12;2018-04-12;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2021-07-08;2021-04-09;2021-07-08;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2018-10-06;2018-07-08;2018-10-06;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2019-10-06;2019-07-08;2019-10-06;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2021-12-30;2021-10-01;2021-12-30;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2019-04-10;2019-01-10;2019-04-10;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2022-07-07;2022-04-08;2022-07-07;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2017-10-07;2017-07-09;2017-10-07;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2016-10-13;2016-07-15;2016-10-13;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2017-04-17;2017-01-17;2017-04-17;90;0.00;0.00
2511608;Pilões;PB;14110 - Estiagem;2016-05-12;2016-02-12;2016-05-12;90;0.00;0.00
2410009;Pilões;RN;14110 - Estiagem;2021-06-14;2021-03-16;2021-06-14;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2018-03-19;2017-12-19;2018-03-19;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2019-09-10;2019-06-12;2019-09-10;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2020-03-11;2019-12-12;2020-03-11;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2016-03-29;2015-12-30;2016-03-29;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2019-03-11;2018-12-11;2019-03-11;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2017-09-11;2017-06-13;2017-09-11;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2018-09-13;2018-06-15;2018-09-13;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2017-03-13;2016-12-13;2017-03-13;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2016-10-10;2016-07-12;2016-10-10;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2020-03-09;2019-12-10;2020-03-09;90;0.00;0.00
2410009;Pilões;RN;14120 - Seca;2025-10-02;2025-07-04;2025-10-02;90;0.00;0.00
2511707;Pilõezinhos;PB;14110 - Estiagem;2022-07-07;2022-04-08;2022-07-07;90;0.00;0.00
2511707;Pilõezinhos;PB;14110 - Estiagem;2021-07-08;2021-04-09;2021-07-08;90;0.00;0.00
2511707;Pilõezinhos;PB;14110 - Estiagem;2021-12-30;2021-10-01;2021-12-30;90;0.00;0.00
2511707;Pilõezinhos;PB;14110 - Estiagem;2023-11-27;2023-08-29;2023-11-27;90;0.00;0.00
1100189;Pimenta Bueno;RO;12100 - Inundacoes;2017-02-15;2017-01-16;2017-02-15;30;5891830.00;200000.00
1100189;Pimenta Bueno;RO;12100 - Inundacoes;2025-03-06;2025-02-04;2025-03-06;30;0.00;0.00
1100189;Pimenta Bueno;RO;12200 - Enxurradas;2022-04-08;2022-03-09;2022-04-08;30;0.00;0.00
1100189;Pimenta Bueno;RO;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-03-07;2025-02-05;2025-03-07;30;0.00;0.00
1100189;Pimenta Bueno;RO;14110 - Estiagem;2023-12-21;2023-09-22;2023-12-21;90;0.00;0.00
1100189;Pimenta Bueno;RO;14110 - Estiagem;2025-07-31;2025-05-02;2025-07-31;90;0.00;0.00
1100189;Pimenta Bueno;RO;14110 - Estiagem;2025-07-21;2025-04-22;2025-07-21;90;0.00;0.00
2208106;Pimenteiras;PI;12200 - Enxurradas;2018-03-08;2018-02-06;2018-03-08;30;3930840.00;673000.00
2208106;Pimenteiras;PI;14110 - Estiagem;2023-08-14;2023-05-16;2023-08-14;90;253480.00;69580.00
2208106;Pimenteiras;PI;14110 - Estiagem;2017-07-10;2017-04-11;2017-07-10;90;10247339.36;5747797.36
2208106;Pimenteiras;PI;14110 - Estiagem;2016-08-12;2016-05-14;2016-08-12;90;2258500.00;1793500.00
2208106;Pimenteiras;PI;14120 - Seca;2025-10-09;2025-07-11;2025-10-09;90;5475429.25;4575429.25
2208106;Pimenteiras;PI;14120 - Seca;2016-07-20;2016-04-21;2016-07-20;90;10074877.36;5747797.36
2208106;Pimenteiras;PI;14120 - Seca;2018-09-05;2018-06-07;2018-09-05;90;1206500.00;392500.00
2208106;Pimenteiras;PI;14120 - Seca;2025-04-11;2025-01-11;2025-04-11;90;54000.00;0.00
2208106;Pimenteiras;PI;14120 - Seca;2025-05-07;2025-02-06;2025-05-07;90;5000.00;0.00
2208106;Pimenteiras;PI;14120 - Seca;2025-01-27;2024-10-29;2025-01-27;90;3780000.00;0.00
