Codigo_IBGE;Municipio;UF;COBRADE;Data_Ocorrencia;Inicio_Analise_Climatica;Fim_Analise_Climatica;Dias_Lookback
3105202;Bandeira;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2024-02-08;2024-01-09;2024-02-08;30
3105202;Bandeira;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-04-25;2025-03-26;2025-04-25;30
3105202;Bandeira;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-11-28;2022-10-29;2022-11-28;30
3105202;Bandeira;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-12-17;2021-11-17;2021-12-17;30
3105202;Bandeira;MG;14110 - Estiagem;2017-04-18;2017-01-18;2017-04-18;90
3105202;Bandeira;MG;14110 - Estiagem;2018-08-10;2018-05-12;2018-08-10;90
3105202;Bandeira;MG;14110 - Estiagem;2019-02-25;2018-11-27;2019-02-25;90
3105202;Bandeira;MG;14110 - Estiagem;2016-06-03;2016-03-05;2016-06-03;90
3105202;Bandeira;MG;14120 - Seca;2017-06-30;2017-04-01;2017-06-30;90
3105202;Bandeira;MG;14120 - Seca;2023-12-08;2023-09-09;2023-12-08;90
3105202;Bandeira;MG;14120 - Seca;2021-10-13;2021-07-15;2021-10-13;90
3105202;Bandeira;MG;14120 - Seca;2019-05-23;2019-02-22;2019-05-23;90
3105202;Bandeira;MG;14120 - Seca;2021-05-13;2021-02-12;2021-05-13;90
3105202;Bandeira;MG;14120 - Seca;2020-05-19;2020-02-19;2020-05-19;90
3105202;Bandeira;MG;14120 - Seca;2023-11-23;2023-08-25;2023-11-23;90
3105202;Bandeira;MG;14120 - Seca;2022-04-18;2022-01-18;2022-04-18;90
3105202;Bandeira;MG;14120 - Seca;2019-05-28;2019-02-27;2019-05-28;90
3105301;Bandeira do Sul;MG;12300 - Alagamentos;2023-01-27;2022-12-28;2023-01-27;30
3105301;Bandeira do Sul;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-02-15;2020-01-16;2020-02-15;30
3105301;Bandeira do Sul;MG;23110 - Incendios em plantas e distritos industriais, parques e depositos;2023-12-28;2023-11-28;2023-12-28;30
4202081;Bandeirante;SC;12200 - Enxurradas;2022-03-28;2022-02-26;2022-03-28;30
4202081;Bandeirante;SC;13213 - Tempestade Local/Convectiva - Granizo;2022-10-21;2022-09-21;2022-10-21;30
4202081;Bandeirante;SC;13215 - Tempestade Local/Convectiva - Vendaval;2025-03-12;2025-02-10;2025-03-12;30
4202081;Bandeirante;SC;14110 - Estiagem;2022-01-01;2021-10-03;2022-01-01;90
4202081;Bandeirante;SC;14110 - Estiagem;2020-04-14;2020-01-15;2020-04-14;90
4202081;Bandeirante;SC;14110 - Estiagem;2020-10-25;2020-07-27;2020-10-25;90
5001508;Bandeirantes;MS;13215 - Tempestade Local/Convectiva - Vendaval;2021-10-28;2021-09-28;2021-10-28;30
5001508;Bandeirantes;MS;13215 - Tempestade Local/Convectiva - Vendaval;2018-09-28;2018-08-29;2018-09-28;30
5001508;Bandeirantes;MS;13215 - Tempestade Local/Convectiva - Vendaval;2020-11-26;2020-10-27;2020-11-26;30
5001508;Bandeirantes;MS;14110 - Estiagem;2020-10-13;2020-07-15;2020-10-13;90
5001508;Bandeirantes;MS;14110 - Estiagem;2021-07-08;2021-04-09;2021-07-08;90
5001508;Bandeirantes;MS;14110 - Estiagem;2022-01-06;2021-10-08;2022-01-06;90
5001508;Bandeirantes;MS;14120 - Seca;2020-10-22;2020-07-24;2020-10-22;90
5001508;Bandeirantes;MS;14120 - Seca;2021-07-09;2021-04-10;2021-07-09;90
5001508;Bandeirantes;MS;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-14;2020-08-15;2020-09-14;30
5001508;Bandeirantes;MS;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-07-08;2021-06-08;2021-07-08;30
4102406;Bandeirantes;PR;12200 - Enxurradas;2025-12-19;2025-11-19;2025-12-19;30
4102406;Bandeirantes;PR;12200 - Enxurradas;2023-03-08;2023-02-06;2023-03-08;30
4102406;Bandeirantes;PR;14110 - Estiagem;2025-09-17;2025-06-19;2025-09-17;90
1703057;Bandeirantes do Tocantins;TO;12100 - Inundacoes;2022-01-12;2021-12-13;2022-01-12;30
1703057;Bandeirantes do Tocantins;TO;14110 - Estiagem;2024-01-11;2023-10-13;2024-01-11;90
1501253;Bannach;PA;12200 - Enxurradas;2023-04-14;2023-03-15;2023-04-14;30
1501253;Bannach;PA;12200 - Enxurradas;2022-02-18;2022-01-19;2022-02-18;30
1501253;Bannach;PA;12200 - Enxurradas;2024-01-30;2023-12-31;2024-01-30;30
1501253;Bannach;PA;12200 - Enxurradas;2019-03-07;2019-02-05;2019-03-07;30
1501253;Bannach;PA;12200 - Enxurradas;2018-02-06;2018-01-07;2018-02-06;30
1501253;Bannach;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-02-25;2017-01-26;2017-02-25;30
1501253;Bannach;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-20;2024-12-21;2025-01-20;30
1501253;Bannach;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-02-06;2017-01-07;2017-02-06;30
1501253;Bannach;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-02-06;2018-01-07;2018-02-06;30
1501253;Bannach;PA;14110 - Estiagem;2017-10-18;2017-07-20;2017-10-18;90
2902658;Banzaê;BA;12200 - Enxurradas;2019-04-11;2019-03-12;2019-04-11;30
2902658;Banzaê;BA;14110 - Estiagem;2017-01-31;2016-11-02;2017-01-31;90
2902658;Banzaê;BA;14110 - Estiagem;2024-01-18;2023-10-20;2024-01-18;90
2902658;Banzaê;BA;14110 - Estiagem;2017-01-17;2016-10-19;2017-01-17;90
2902658;Banzaê;BA;14110 - Estiagem;2018-10-11;2018-07-13;2018-10-11;90
4301651;Barão;RS;12200 - Enxurradas;2023-11-23;2023-10-24;2023-11-23;30
4301651;Barão;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-08-01;2023-07-02;2023-08-01;30
4301651;Barão;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-06-27;2025-05-28;2025-06-27;30
4301651;Barão;RS;14110 - Estiagem;2022-01-13;2021-10-15;2022-01-13;90
4301651;Barão;RS;14110 - Estiagem;2020-04-17;2020-01-18;2020-04-17;90
3105400;Barão de Cocais;MG;12100 - Inundacoes;2018-03-12;2018-02-10;2018-03-12;30
3105400;Barão de Cocais;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-01-28;2019-12-29;2020-01-28;30
3105400;Barão de Cocais;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-12;2021-12-13;2022-01-12;30
4301701;Barão de Cotegipe;RS;12200 - Enxurradas;2017-05-31;2017-05-01;2017-05-31;30
4301701;Barão de Cotegipe;RS;13213 - Tempestade Local/Convectiva - Granizo;2025-11-28;2025-10-29;2025-11-28;30
4301701;Barão de Cotegipe;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-06-24;2025-05-25;2025-06-24;30
4301701;Barão de Cotegipe;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-16;2023-10-17;2023-11-16;30
4301701;Barão de Cotegipe;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-10;2023-09-10;2023-10-10;30
4301701;Barão de Cotegipe;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-03;2023-10-04;2023-11-03;30
4301701;Barão de Cotegipe;RS;13215 - Tempestade Local/Convectiva - Vendaval;2017-11-10;2017-10-11;2017-11-10;30
4301701;Barão de Cotegipe;RS;14110 - Estiagem;2022-01-03;2021-10-05;2022-01-03;90
4301701;Barão de Cotegipe;RS;14110 - Estiagem;2025-03-19;2024-12-19;2025-03-19;90
4301701;Barão de Cotegipe;RS;14110 - Estiagem;2020-03-20;2019-12-21;2020-03-20;90
2101509;Barão de Grajaú;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-25;2019-02-23;2019-03-25;30
2101509;Barão de Grajaú;MA;14110 - Estiagem;2025-05-16;2025-02-15;2025-05-16;90
5101605;Barão de Melgaço;MT;11110 - Tremor de terra;2020-01-20;2019-12-21;2020-01-20;30
5101605;Barão de Melgaço;MT;11420 - Erosao de Margem Fluvial;2018-11-21;2018-10-22;2018-11-21;30
5101605;Barão de Melgaço;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-03-17;2023-02-15;2023-03-17;30
5101605;Barão de Melgaço;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-05-30;2019-04-30;2019-05-30;30
5101605;Barão de Melgaço;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-06-04;2019-05-05;2019-06-04;30
5101605;Barão de Melgaço;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-11-21;2018-10-22;2018-11-21;30
5101605;Barão de Melgaço;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-03-23;2018-02-21;2018-03-23;30
5101605;Barão de Melgaço;MT;13310 - Onda de Calor;2020-10-09;2020-07-11;2020-10-09;90
5101605;Barão de Melgaço;MT;14110 - Estiagem;2020-09-11;2020-06-13;2020-09-11;90
5101605;Barão de Melgaço;MT;14120 - Seca;2021-10-07;2021-07-09;2021-10-07;90
5101605;Barão de Melgaço;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-08-19;2020-07-20;2020-08-19;30
5101605;Barão de Melgaço;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-12;2020-08-13;2020-09-12;30
5101605;Barão de Melgaço;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-17;2023-10-18;2023-11-17;30
5101605;Barão de Melgaço;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-23;2023-10-24;2023-11-23;30
5101605;Barão de Melgaço;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2020-09-01;2020-08-02;2020-09-01;30
5101605;Barão de Melgaço;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-08-31;2021-08-01;2021-08-31;30
5101605;Barão de Melgaço;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-11-23;2023-10-24;2023-11-23;30
5101605;Barão de Melgaço;MT;14140 - Baixa Umidade do Ar;2020-07-29;2020-04-30;2020-07-29;90
3105509;Barão de Monte Alto;MG;13213 - Tempestade Local/Convectiva - Granizo;2022-11-10;2022-10-11;2022-11-10;30
3105509;Barão de Monte Alto;MG;13213 - Tempestade Local/Convectiva - Granizo;2025-01-08;2024-12-09;2025-01-08;30
3105509;Barão de Monte Alto;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-02-18;2022-01-19;2022-02-18;30
3105509;Barão de Monte Alto;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-26;2021-12-27;2022-01-26;30
3105509;Barão de Monte Alto;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-10;2022-12-11;2023-01-10;30
3105509;Barão de Monte Alto;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-12-25;2021-11-25;2021-12-25;30
4301750;Barão do Triunfo;RS;12200 - Enxurradas;2017-06-12;2017-05-13;2017-06-12;30
4301750;Barão do Triunfo;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-09-21;2023-08-22;2023-09-21;30
4301750;Barão do Triunfo;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-06-25;2025-05-26;2025-06-25;30
4301750;Barão do Triunfo;RS;14110 - Estiagem;2023-05-11;2023-02-10;2023-05-11;90
4301750;Barão do Triunfo;RS;14110 - Estiagem;2025-05-05;2025-02-04;2025-05-05;90
4301750;Barão do Triunfo;RS;14110 - Estiagem;2018-03-08;2017-12-08;2018-03-08;90
4301750;Barão do Triunfo;RS;14110 - Estiagem;2020-01-14;2019-10-16;2020-01-14;90
4301750;Barão do Triunfo;RS;14120 - Seca;2023-03-23;2022-12-23;2023-03-23;90
4301750;Barão do Triunfo;RS;14120 - Seca;2023-05-09;2023-02-08;2023-05-09;90
2501534;Baraúna;PB;14110 - Estiagem;2018-10-04;2018-07-06;2018-10-04;90
2501534;Baraúna;PB;14110 - Estiagem;2023-05-26;2023-02-25;2023-05-26;90
2501534;Baraúna;PB;14110 - Estiagem;2025-04-30;2025-01-30;2025-04-30;90
2501534;Baraúna;PB;14110 - Estiagem;2021-11-11;2021-08-13;2021-11-11;90
2501534;Baraúna;PB;14110 - Estiagem;2021-10-31;2021-08-02;2021-10-31;90
2501534;Baraúna;PB;14110 - Estiagem;2021-05-04;2021-02-03;2021-05-04;90
2501534;Baraúna;PB;14110 - Estiagem;2020-10-25;2020-07-27;2020-10-25;90
2501534;Baraúna;PB;14110 - Estiagem;2019-04-09;2019-01-09;2019-04-09;90
2501534;Baraúna;PB;14110 - Estiagem;2019-10-05;2019-07-07;2019-10-05;90
2501534;Baraúna;PB;14110 - Estiagem;2025-10-23;2025-07-25;2025-10-23;90
2501534;Baraúna;PB;14110 - Estiagem;2022-05-04;2022-02-03;2022-05-04;90
2501534;Baraúna;PB;14110 - Estiagem;2018-04-11;2018-01-11;2018-04-11;90
2501534;Baraúna;PB;14110 - Estiagem;2022-11-28;2022-08-30;2022-11-28;90
2501534;Baraúna;PB;14110 - Estiagem;2022-11-21;2022-08-23;2022-11-21;90
2501534;Baraúna;PB;14110 - Estiagem;2023-11-17;2023-08-19;2023-11-17;90
2501534;Baraúna;PB;14110 - Estiagem;2017-10-06;2017-07-08;2017-10-06;90
2501534;Baraúna;PB;14110 - Estiagem;2016-10-13;2016-07-15;2016-10-13;90
2501534;Baraúna;PB;14110 - Estiagem;2017-04-13;2017-01-13;2017-04-13;90
2501534;Baraúna;PB;14110 - Estiagem;2016-04-18;2016-01-19;2016-04-18;90
2401453;Baraúna;RN;14110 - Estiagem;2019-03-15;2018-12-15;2019-03-15;90
2401453;Baraúna;RN;14110 - Estiagem;2023-06-14;2023-03-16;2023-06-14;90
2401453;Baraúna;RN;14110 - Estiagem;2025-03-26;2024-12-26;2025-03-26;90
2401453;Baraúna;RN;14120 - Seca;2019-03-11;2018-12-11;2019-03-11;90
2401453;Baraúna;RN;14120 - Seca;2018-03-19;2017-12-19;2018-03-19;90
2401453;Baraúna;RN;14120 - Seca;2017-09-11;2017-06-13;2017-09-11;90
2401453;Baraúna;RN;14120 - Seca;2016-03-29;2015-12-30;2016-03-29;90
2401453;Baraúna;RN;14120 - Seca;2018-09-13;2018-06-15;2018-09-13;90
2401453;Baraúna;RN;14120 - Seca;2017-03-06;2016-12-06;2017-03-06;90
2401453;Baraúna;RN;14120 - Seca;2016-10-05;2016-07-07;2016-10-05;90
2401453;Baraúna;RN;14120 - Seca;2019-09-10;2019-06-12;2019-09-10;90
2401453;Baraúna;RN;14120 - Seca;2020-03-18;2019-12-19;2020-03-18;90
2401453;Baraúna;RN;14120 - Seca;2020-03-11;2019-12-12;2020-03-11;90
2401453;Baraúna;RN;14120 - Seca;2017-03-30;2016-12-30;2017-03-30;90
2401453;Baraúna;RN;14120 - Seca;2020-03-09;2019-12-10;2020-03-09;90
2401453;Baraúna;RN;14120 - Seca;2025-10-02;2025-07-04;2025-10-02;90
3105608;Barbacena;MG;11321 - Deslizamentos;2021-12-17;2021-11-17;2021-12-17;30
3105608;Barbacena;MG;11321 - Deslizamentos;2022-04-05;2022-03-06;2022-04-05;30
3105608;Barbacena;MG;11321 - Deslizamentos;2021-12-27;2021-11-27;2021-12-27;30
3105608;Barbacena;MG;12300 - Alagamentos;2022-04-05;2022-03-06;2022-04-05;30
3105608;Barbacena;MG;12300 - Alagamentos;2022-01-17;2021-12-18;2022-01-17;30
3105608;Barbacena;MG;12300 - Alagamentos;2022-01-12;2021-12-13;2022-01-12;30
3105608;Barbacena;MG;13213 - Tempestade Local/Convectiva - Granizo;2022-10-04;2022-09-04;2022-10-04;30
3105608;Barbacena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-02-20;2023-01-21;2023-02-20;30
3105608;Barbacena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-01-14;2020-12-15;2021-01-14;30
3105608;Barbacena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2016-01-29;2015-12-30;2016-01-29;30
3105608;Barbacena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-11-15;2022-10-16;2022-11-15;30
3105608;Barbacena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-31;2025-01-01;2025-01-31;30
3105608;Barbacena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-11-30;2022-10-31;2022-11-30;30
3105608;Barbacena;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-10;2022-12-11;2023-01-10;30
2301901;Barbalha;CE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-04-14;2022-03-15;2022-04-14;30
4102505;Barbosa Ferraz;PR;13213 - Tempestade Local/Convectiva - Granizo;2025-11-05;2025-10-06;2025-11-05;30
4102505;Barbosa Ferraz;PR;13215 - Tempestade Local/Convectiva - Vendaval;2017-12-01;2017-11-01;2017-12-01;30
4102505;Barbosa Ferraz;PR;14110 - Estiagem;2022-01-08;2021-10-10;2022-01-08;90
1501303;Barcarena;PA;11331 - Corridas de Massa - Solo/Lama;2025-06-23;2025-05-24;2025-06-23;30
1501303;Barcarena;PA;12300 - Alagamentos;2023-03-09;2023-02-07;2023-03-09;30
1501303;Barcarena;PA;13215 - Tempestade Local/Convectiva - Vendaval;2025-05-29;2025-04-29;2025-05-29;30
2401503;Barcelona;RN;14120 - Seca;2019-09-10;2019-06-12;2019-09-10;90
2401503;Barcelona;RN;14120 - Seca;2017-09-11;2017-06-13;2017-09-11;90
2401503;Barcelona;RN;14120 - Seca;2018-09-13;2018-06-15;2018-09-13;90
2401503;Barcelona;RN;14120 - Seca;2018-03-26;2017-12-26;2018-03-26;90
2401503;Barcelona;RN;14120 - Seca;2019-03-11;2018-12-11;2019-03-11;90
2401503;Barcelona;RN;14120 - Seca;2016-03-29;2015-12-30;2016-03-29;90
2401503;Barcelona;RN;14120 - Seca;2017-03-06;2016-12-06;2017-03-06;90
2401503;Barcelona;RN;14120 - Seca;2016-10-07;2016-07-09;2016-10-07;90
2401503;Barcelona;RN;14120 - Seca;2021-07-30;2021-05-01;2021-07-30;90
2401503;Barcelona;RN;14120 - Seca;2017-03-30;2016-12-30;2017-03-30;90
2401503;Barcelona;RN;14120 - Seca;2020-03-11;2019-12-12;2020-03-11;90
2401503;Barcelona;RN;14120 - Seca;2020-03-09;2019-12-10;2020-03-09;90
2401503;Barcelona;RN;14120 - Seca;2025-10-02;2025-07-04;2025-10-02;90
2401503;Barcelona;RN;14120 - Seca;2022-02-16;2021-11-18;2022-02-16;90
1300409;Barcelos;AM;12100 - Inundacoes;2021-06-23;2021-05-24;2021-06-23;30
1300409;Barcelos;AM;12100 - Inundacoes;2022-06-09;2022-05-10;2022-06-09;30
1300409;Barcelos;AM;12100 - Inundacoes;2025-07-10;2025-06-10;2025-07-10;30
1300409;Barcelos;AM;14110 - Estiagem;2016-02-15;2015-11-17;2016-02-15;90
1300409;Barcelos;AM;14110 - Estiagem;2023-10-11;2023-07-13;2023-10-11;90
1300409;Barcelos;AM;14110 - Estiagem;2016-02-04;2015-11-06;2016-02-04;90
1300409;Barcelos;AM;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2016-02-15;2016-01-16;2016-02-15;30
2902708;Barra;BA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-11;2021-12-12;2022-01-11;30
2902708;Barra;BA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-03-09;2020-02-08;2020-03-09;30
2902708;Barra;BA;14110 - Estiagem;2018-05-29;2018-02-28;2018-05-29;90
2902708;Barra;BA;14110 - Estiagem;2017-08-01;2017-05-03;2017-08-01;90
2902708;Barra;BA;14110 - Estiagem;2021-05-20;2021-02-19;2021-05-20;90
2902708;Barra;BA;14110 - Estiagem;2023-10-19;2023-07-21;2023-10-19;90
2902708;Barra;BA;14110 - Estiagem;2016-07-07;2016-04-08;2016-07-07;90
2902708;Barra;BA;14110 - Estiagem;2019-09-10;2019-06-12;2019-09-10;90
2902708;Barra;BA;14110 - Estiagem;2020-03-19;2019-12-20;2020-03-19;90
2902708;Barra;BA;14110 - Estiagem;2019-03-20;2018-12-20;2019-03-20;90
2902708;Barra;BA;14110 - Estiagem;2018-09-05;2018-06-07;2018-09-05;90
2902708;Barra;BA;14110 - Estiagem;2025-09-11;2025-06-13;2025-09-11;90
2902708;Barra;BA;14110 - Estiagem;2017-01-30;2016-11-01;2017-01-30;90
2902708;Barra;BA;14110 - Estiagem;2016-01-15;2015-10-17;2016-01-15;90
2902708;Barra;BA;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-10-13;2020-09-13;2020-10-13;30
2902708;Barra;BA;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-10-14;2021-09-14;2021-10-14;30
2902708;Barra;BA;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-09-12;2025-08-13;2025-09-12;30
2902708;Barra;BA;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-10-08;2025-09-08;2025-10-08;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2023-10-18;2023-09-18;2023-10-18;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2023-10-17;2023-09-17;2023-10-17;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2023-07-14;2023-06-14;2023-07-14;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2022-10-17;2022-09-17;2022-10-17;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2022-08-22;2022-07-23;2022-08-22;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2022-05-06;2022-04-06;2022-05-06;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2022-04-12;2022-03-13;2022-04-12;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2023-11-10;2023-10-11;2023-11-10;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2023-09-15;2023-08-16;2023-09-15;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2023-08-14;2023-07-15;2023-08-14;30
4202099;Barra Bonita;SC;12100 - Inundacoes;2022-04-01;2022-03-02;2022-04-01;30
4202099;Barra Bonita;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2026-02-17;2026-01-18;2026-02-17;30
4202099;Barra Bonita;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-01;2023-10-02;2023-11-01;30
4202099;Barra Bonita;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-23;2023-09-23;2023-10-23;30
4202099;Barra Bonita;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-10-30;2025-09-30;2025-10-30;30
4202099;Barra Bonita;SC;13215 - Tempestade Local/Convectiva - Vendaval;2021-09-15;2021-08-16;2021-09-15;30
4202099;Barra Bonita;SC;13215 - Tempestade Local/Convectiva - Vendaval;2023-09-11;2023-08-12;2023-09-11;30
4202099;Barra Bonita;SC;13215 - Tempestade Local/Convectiva - Vendaval;2025-05-23;2025-04-23;2025-05-23;30
4202099;Barra Bonita;SC;13215 - Tempestade Local/Convectiva - Vendaval;2023-07-14;2023-06-14;2023-07-14;30
4202099;Barra Bonita;SC;13215 - Tempestade Local/Convectiva - Vendaval;2025-05-12;2025-04-12;2025-05-12;30
4202099;Barra Bonita;SC;14110 - Estiagem;2021-12-27;2021-09-28;2021-12-27;90
4202099;Barra Bonita;SC;14110 - Estiagem;2025-03-26;2024-12-26;2025-03-26;90
4202099;Barra Bonita;SC;14110 - Estiagem;2020-10-14;2020-07-16;2020-10-14;90
4202099;Barra Bonita;SC;14110 - Estiagem;2021-04-19;2021-01-19;2021-04-19;90
2201176;Barra D'Alcântara;PI;14110 - Estiagem;2025-10-06;2025-07-08;2025-10-06;90
2201176;Barra D'Alcântara;PI;14120 - Seca;2025-04-11;2025-01-11;2025-04-11;90
2902807;Barra da Estiva;BA;13213 - Tempestade Local/Convectiva - Granizo;2017-11-17;2017-10-18;2017-11-17;30
2902807;Barra da Estiva;BA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-10;2021-12-11;2022-01-10;30
2902807;Barra da Estiva;BA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-12-27;2022-11-27;2022-12-27;30
2902807;Barra da Estiva;BA;14110 - Estiagem;2018-10-16;2018-07-18;2018-10-16;90
2902807;Barra da Estiva;BA;14110 - Estiagem;2019-11-01;2019-08-03;2019-11-01;90
2902807;Barra da Estiva;BA;14110 - Estiagem;2017-02-06;2016-11-08;2017-02-06;90
2902807;Barra da Estiva;BA;14110 - Estiagem;2017-02-01;2016-11-03;2017-02-01;90
2902807;Barra da Estiva;BA;14110 - Estiagem;2017-10-09;2017-07-11;2017-10-09;90
2902807;Barra da Estiva;BA;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-10-13;2020-09-13;2020-10-13;30
2601300;Barra de Guabiraba;PE;12100 - Inundacoes;2020-06-17;2020-05-18;2020-06-17;30
2601300;Barra de Guabiraba;PE;12200 - Enxurradas;2017-05-29;2017-04-29;2017-05-29;30
2601300;Barra de Guabiraba;PE;14110 - Estiagem;2017-03-14;2016-12-14;2017-03-14;90
2601300;Barra de Guabiraba;PE;14110 - Estiagem;2017-03-27;2016-12-27;2017-03-27;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2018-10-04;2018-07-06;2018-10-04;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2022-12-02;2022-09-03;2022-12-02;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2022-11-28;2022-08-30;2022-11-28;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2022-05-04;2022-02-03;2022-05-04;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2023-11-30;2023-09-01;2023-11-30;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2023-05-26;2023-02-25;2023-05-26;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2025-05-27;2025-02-26;2025-05-27;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2019-04-09;2019-01-09;2019-04-09;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2020-10-25;2020-07-27;2020-10-25;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2025-11-10;2025-08-12;2025-11-10;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2021-11-11;2021-08-13;2021-11-11;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2021-10-31;2021-08-02;2021-10-31;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2021-05-04;2021-02-03;2021-05-04;90
