Codigo_IBGE;Municipio;UF;COBRADE;Data_Ocorrencia;Inicio_Analise_Climatica;Fim_Analise_Climatica;Dias_Lookback
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2019-10-05;2019-07-07;2019-10-05;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2017-04-13;2017-01-13;2017-04-13;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2016-04-18;2016-01-19;2016-04-18;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2017-10-06;2017-07-08;2017-10-06;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2016-10-13;2016-07-15;2016-10-13;90
2501609;Barra de Santa Rosa;PB;14110 - Estiagem;2018-04-11;2018-01-11;2018-04-11;90
2501575;Barra de Santana;PB;14110 - Estiagem;2023-11-22;2023-08-24;2023-11-22;90
2501575;Barra de Santana;PB;14110 - Estiagem;2025-09-24;2025-06-26;2025-09-24;90
2501575;Barra de Santana;PB;14110 - Estiagem;2025-03-26;2024-12-26;2025-03-26;90
2501575;Barra de Santana;PB;14110 - Estiagem;2018-10-04;2018-07-06;2018-10-04;90
2501575;Barra de Santana;PB;14110 - Estiagem;2019-04-09;2019-01-09;2019-04-09;90
2501575;Barra de Santana;PB;14110 - Estiagem;2022-12-02;2022-09-03;2022-12-02;90
2501575;Barra de Santana;PB;14110 - Estiagem;2022-11-28;2022-08-30;2022-11-28;90
2501575;Barra de Santana;PB;14110 - Estiagem;2022-11-17;2022-08-19;2022-11-17;90
2501575;Barra de Santana;PB;14110 - Estiagem;2023-05-26;2023-02-25;2023-05-26;90
2501575;Barra de Santana;PB;14110 - Estiagem;2022-06-14;2022-03-16;2022-06-14;90
2501575;Barra de Santana;PB;14110 - Estiagem;2022-05-04;2022-02-03;2022-05-04;90
2501575;Barra de Santana;PB;14110 - Estiagem;2020-10-25;2020-07-27;2020-10-25;90
2501575;Barra de Santana;PB;14110 - Estiagem;2021-10-31;2021-08-02;2021-10-31;90
2501575;Barra de Santana;PB;14110 - Estiagem;2021-11-11;2021-08-13;2021-11-11;90
2501575;Barra de Santana;PB;14110 - Estiagem;2021-05-04;2021-02-03;2021-05-04;90
2501575;Barra de Santana;PB;14110 - Estiagem;2019-10-05;2019-07-07;2019-10-05;90
2501575;Barra de Santana;PB;14110 - Estiagem;2018-04-11;2018-01-11;2018-04-11;90
2501575;Barra de Santana;PB;14110 - Estiagem;2016-10-13;2016-07-15;2016-10-13;90
2501575;Barra de Santana;PB;14110 - Estiagem;2017-04-13;2017-01-13;2017-04-13;90
2501575;Barra de Santana;PB;14110 - Estiagem;2016-04-18;2016-01-19;2016-04-18;90
2501575;Barra de Santana;PB;14110 - Estiagem;2017-10-06;2017-07-08;2017-10-06;90
2700508;Barra de Santo Antônio;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-06-04;2022-05-05;2022-06-04;30
2700508;Barra de Santo Antônio;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-07-13;2023-06-13;2023-07-13;30
2700508;Barra de Santo Antônio;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-05-30;2017-04-30;2017-05-30;30
3200904;Barra de São Francisco;ES;11312 - Quedas, Tombamentos e rolamentos - Lascas;2018-11-08;2018-10-09;2018-11-08;30
3200904;Barra de São Francisco;ES;11321 - Deslizamentos;2021-12-20;2021-11-20;2021-12-20;30
3200904;Barra de São Francisco;ES;11321 - Deslizamentos;2021-11-05;2021-10-06;2021-11-05;30
3200904;Barra de São Francisco;ES;11331 - Corridas de Massa - Solo/Lama;2021-11-05;2021-10-06;2021-11-05;30
3200904;Barra de São Francisco;ES;11331 - Corridas de Massa - Solo/Lama;2021-03-17;2021-02-15;2021-03-17;30
3200904;Barra de São Francisco;ES;11331 - Corridas de Massa - Solo/Lama;2022-12-29;2022-11-29;2022-12-29;30
3200904;Barra de São Francisco;ES;11331 - Corridas de Massa - Solo/Lama;2021-12-07;2021-11-07;2021-12-07;30
3200904;Barra de São Francisco;ES;12100 - Inundacoes;2023-02-06;2023-01-07;2023-02-06;30
3200904;Barra de São Francisco;ES;12200 - Enxurradas;2019-04-15;2019-03-16;2019-04-15;30
3200904;Barra de São Francisco;ES;12300 - Alagamentos;2021-02-22;2021-01-23;2021-02-22;30
3200904;Barra de São Francisco;ES;12300 - Alagamentos;2024-01-25;2023-12-26;2024-01-25;30
3200904;Barra de São Francisco;ES;13212 - Tempestade Local/Convectiva - Tempestade de Raios;2018-10-30;2018-09-30;2018-10-30;30
3200904;Barra de São Francisco;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-11;2022-12-12;2023-01-11;30
3200904;Barra de São Francisco;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-02;2022-12-03;2023-01-02;30
3200904;Barra de São Francisco;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-12-30;2022-11-30;2022-12-30;30
3200904;Barra de São Francisco;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-27;2023-09-27;2023-10-27;30
3200904;Barra de São Francisco;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-26;2022-12-27;2023-01-26;30
3200904;Barra de São Francisco;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-09-04;2025-08-05;2025-09-04;30
3200904;Barra de São Francisco;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-16;2024-12-17;2025-01-16;30
3200904;Barra de São Francisco;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-11-08;2021-10-09;2021-11-08;30
3200904;Barra de São Francisco;ES;13215 - Tempestade Local/Convectiva - Vendaval;2018-10-30;2018-09-30;2018-10-30;30
3200904;Barra de São Francisco;ES;13215 - Tempestade Local/Convectiva - Vendaval;2021-03-17;2021-02-15;2021-03-17;30
3200904;Barra de São Francisco;ES;13215 - Tempestade Local/Convectiva - Vendaval;2018-11-08;2018-10-09;2018-11-08;30
3200904;Barra de São Francisco;ES;13215 - Tempestade Local/Convectiva - Vendaval;2019-08-14;2019-07-15;2019-08-14;30
3200904;Barra de São Francisco;ES;13215 - Tempestade Local/Convectiva - Vendaval;2019-04-15;2019-03-16;2019-04-15;30
3200904;Barra de São Francisco;ES;13215 - Tempestade Local/Convectiva - Vendaval;2019-04-11;2019-03-12;2019-04-11;30
3200904;Barra de São Francisco;ES;13215 - Tempestade Local/Convectiva - Vendaval;2022-12-27;2022-11-27;2022-12-27;30
3200904;Barra de São Francisco;ES;14110 - Estiagem;2016-08-14;2016-05-16;2016-08-14;90
3200904;Barra de São Francisco;ES;14110 - Estiagem;2018-10-15;2018-07-17;2018-10-15;90
3200904;Barra de São Francisco;ES;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2018-10-11;2018-09-11;2018-10-11;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2018-10-11;2018-09-11;2018-10-11;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2018-10-17;2018-09-17;2018-10-17;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-09-16;2019-08-17;2019-09-16;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-09-02;2019-08-03;2019-09-02;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-08-22;2019-07-23;2019-08-22;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-08-07;2019-07-08;2019-08-07;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-07-24;2019-06-24;2019-07-24;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-07-10;2019-06-10;2019-07-10;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-07-03;2019-06-03;2019-07-03;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-05-22;2019-04-22;2019-05-22;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-05-15;2019-04-15;2019-05-15;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-04-12;2019-03-13;2019-04-12;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-04-11;2019-03-12;2019-04-11;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-09-10;2021-08-11;2021-09-10;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-08-29;2021-07-30;2021-08-29;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-08-27;2021-07-28;2021-08-27;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-09-20;2021-08-21;2021-09-20;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-07-21;2021-06-21;2021-07-21;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-07-07;2021-06-07;2021-07-07;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-06-10;2021-05-11;2021-06-10;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-09-16;2022-08-17;2022-09-16;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-09-14;2022-08-15;2022-09-14;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-08-30;2022-07-31;2022-08-30;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-08-23;2022-07-24;2022-08-23;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-08-17;2022-07-18;2022-08-17;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-08-12;2022-07-13;2022-08-12;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-08-11;2022-07-12;2022-08-11;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-08-08;2022-07-09;2022-08-08;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-07-05;2022-06-05;2022-07-05;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-07-04;2022-06-04;2022-07-04;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-06-15;2022-05-16;2022-06-15;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-05-23;2022-04-23;2022-05-23;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-05-16;2022-04-16;2022-05-16;30
3200904;Barra de São Francisco;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-11-30;2023-10-31;2023-11-30;30
3200904;Barra de São Francisco;ES;23110 - Incendios em plantas e distritos industriais, parques e depositos;2022-04-26;2022-03-27;2022-04-26;30
2700607;Barra de São Miguel;AL;11321 - Deslizamentos;2022-11-30;2022-10-31;2022-11-30;30
2700607;Barra de São Miguel;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-07-10;2023-06-10;2023-07-10;30
2700607;Barra de São Miguel;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-05-27;2022-04-27;2022-05-27;30
2501708;Barra de São Miguel;PB;14110 - Estiagem;2022-11-16;2022-08-18;2022-11-16;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2021-10-31;2021-08-02;2021-10-31;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2021-11-11;2021-08-13;2021-11-11;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2020-10-25;2020-07-27;2020-10-25;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2019-10-05;2019-07-07;2019-10-05;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2021-05-04;2021-02-03;2021-05-04;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2023-11-21;2023-08-23;2023-11-21;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2018-10-04;2018-07-06;2018-10-04;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2018-04-11;2018-01-11;2018-04-11;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2019-04-09;2019-01-09;2019-04-09;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2023-05-26;2023-02-25;2023-05-26;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2025-11-07;2025-08-09;2025-11-07;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2025-06-05;2025-03-07;2025-06-05;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2022-05-04;2022-02-03;2022-05-04;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2022-11-28;2022-08-30;2022-11-28;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2017-04-13;2017-01-13;2017-04-13;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2016-10-13;2016-07-15;2016-10-13;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2016-04-18;2016-01-19;2016-04-18;90
2501708;Barra de São Miguel;PB;14110 - Estiagem;2017-10-06;2017-07-08;2017-10-06;90
5101704;Barra do Bugres;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-03-29;2017-02-27;2017-03-29;30
5101704;Barra do Bugres;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-28;2019-02-26;2019-03-28;30
5101704;Barra do Bugres;MT;13310 - Onda de Calor;2020-10-09;2020-07-11;2020-10-09;90
5101704;Barra do Bugres;MT;14110 - Estiagem;2020-09-11;2020-06-13;2020-09-11;90
5101704;Barra do Bugres;MT;14120 - Seca;2021-09-22;2021-06-24;2021-09-22;90
5101704;Barra do Bugres;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-12;2020-08-13;2020-09-12;30
5101704;Barra do Bugres;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-17;2023-10-18;2023-11-17;30
5101704;Barra do Bugres;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-23;2023-10-24;2023-11-23;30
5101704;Barra do Bugres;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-08-31;2021-08-01;2021-08-31;30
5101704;Barra do Bugres;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-11-23;2023-10-24;2023-11-23;30
2902906;Barra do Choça;BA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-12-27;2021-11-27;2021-12-27;30
2902906;Barra do Choça;BA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-12-19;2022-11-19;2022-12-19;30
2902906;Barra do Choça;BA;14110 - Estiagem;2016-05-24;2016-02-24;2016-05-24;90
2902906;Barra do Choça;BA;14110 - Estiagem;2023-11-07;2023-08-09;2023-11-07;90
2902906;Barra do Choça;BA;14110 - Estiagem;2017-03-15;2016-12-15;2017-03-15;90
2902906;Barra do Choça;BA;14110 - Estiagem;2021-08-13;2021-05-15;2021-08-13;90
2902906;Barra do Choça;BA;14120 - Seca;2021-07-21;2021-04-22;2021-07-21;90
2101608;Barra do Corda;MA;11433 - Erosao Continental - Bocorocas;2025-04-07;2025-03-08;2025-04-07;30
2101608;Barra do Corda;MA;12100 - Inundacoes;2022-01-03;2021-12-04;2022-01-03;30
2101608;Barra do Corda;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-12-16;2021-11-16;2021-12-16;30
2101608;Barra do Corda;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-20;2021-12-21;2022-01-20;30
2101608;Barra do Corda;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-21;2024-12-22;2025-01-21;30
2101608;Barra do Corda;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-03-21;2023-02-19;2023-03-21;30
2101608;Barra do Corda;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-05-16;2022-04-16;2022-05-16;30
5101803;Barra do Garças;MT;11311 - Quedas, Tombamentos e rolamentos - Blocos;2022-02-21;2022-01-22;2022-02-21;30
5101803;Barra do Garças;MT;11321 - Deslizamentos;2021-12-14;2021-11-14;2021-12-14;30
5101803;Barra do Garças;MT;11321 - Deslizamentos;2021-12-08;2021-11-08;2021-12-08;30
5101803;Barra do Garças;MT;11321 - Deslizamentos;2021-02-24;2021-01-25;2021-02-24;30
5101803;Barra do Garças;MT;11321 - Deslizamentos;2022-03-17;2022-02-15;2022-03-17;30
5101803;Barra do Garças;MT;11321 - Deslizamentos;2022-01-18;2021-12-19;2022-01-18;30
5101803;Barra do Garças;MT;11321 - Deslizamentos;2021-11-12;2021-10-13;2021-11-12;30
5101803;Barra do Garças;MT;11332 - Corridas de Massa - Rocha/detrito;2020-12-28;2020-11-28;2020-12-28;30
5101803;Barra do Garças;MT;11332 - Corridas de Massa - Rocha/detrito;2019-12-12;2019-11-12;2019-12-12;30
5101803;Barra do Garças;MT;12200 - Enxurradas;2021-12-08;2021-11-08;2021-12-08;30
5101803;Barra do Garças;MT;12300 - Alagamentos;2020-03-31;2020-03-01;2020-03-31;30
5101803;Barra do Garças;MT;12300 - Alagamentos;2021-12-13;2021-11-13;2021-12-13;30
5101803;Barra do Garças;MT;12300 - Alagamentos;2021-12-10;2021-11-10;2021-12-10;30
5101803;Barra do Garças;MT;12300 - Alagamentos;2021-12-09;2021-11-09;2021-12-09;30
5101803;Barra do Garças;MT;12300 - Alagamentos;2022-02-21;2022-01-22;2022-02-21;30
5101803;Barra do Garças;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-11-07;2018-10-08;2018-11-07;30
5101803;Barra do Garças;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-02-08;2018-01-09;2018-02-08;30
5101803;Barra do Garças;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-12-08;2021-11-08;2021-12-08;30
5101803;Barra do Garças;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-10-04;2017-09-04;2017-10-04;30
5101803;Barra do Garças;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-09-13;2018-08-14;2018-09-13;30
5101803;Barra do Garças;MT;13215 - Tempestade Local/Convectiva - Vendaval;2019-03-15;2019-02-13;2019-03-15;30
5101803;Barra do Garças;MT;13215 - Tempestade Local/Convectiva - Vendaval;2018-04-16;2018-03-17;2018-04-16;30
5101803;Barra do Garças;MT;13215 - Tempestade Local/Convectiva - Vendaval;2022-12-02;2022-11-02;2022-12-02;30
5101803;Barra do Garças;MT;13310 - Onda de Calor;2020-10-09;2020-07-11;2020-10-09;90
5101803;Barra do Garças;MT;14110 - Estiagem;2023-12-22;2023-09-23;2023-12-22;90
5101803;Barra do Garças;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2025-09-07;2025-08-08;2025-09-07;30
5101803;Barra do Garças;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-10-15;2020-09-15;2020-10-15;30
5101803;Barra do Garças;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-10-06;2020-09-06;2020-10-06;30
5101803;Barra do Garças;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-30;2020-08-31;2020-09-30;30
5101803;Barra do Garças;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-12;2020-08-13;2020-09-12;30
5101803;Barra do Garças;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-25;2020-08-26;2020-09-25;30
5101803;Barra do Garças;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-08-05;2020-07-06;2020-08-05;30
5101803;Barra do Garças;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-17;2023-10-18;2023-11-17;30
5101803;Barra do Garças;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-23;2023-10-24;2023-11-23;30
5101803;Barra do Garças;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2020-10-06;2020-09-06;2020-10-06;30
5101803;Barra do Garças;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2020-09-02;2020-08-03;2020-09-02;30
5101803;Barra do Garças;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2020-09-25;2020-08-26;2020-09-25;30
5101803;Barra do Garças;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2020-07-30;2020-06-30;2020-07-30;30
